type,region,station,date,18,21,00,03,06,09,12,15
темп_возд,KZ-ALM,Матай,2022-08-21,15.3,12.6,8.1,15.3,20.6,22.3,22.4,16.4
темп_возд,KZ-ALM,Матай,2022-08-22,16.7,16.4,11.9,17.9,22.9,24.7,24.0,18.4
темп_возд,KZ-ALM,Матай,2022-08-23,16.1,12.5,11.2,18.9,25.4,28.0,28.6,22.0
темп_возд,KZ-ALM,Матай,2022-08-24,18.1,14.9,10.1,17.6,24.8,27.7,27.9,20.9
темп_возд,KZ-ALM,Матай,2022-08-25,19.3,16.4,13.9,18.3,23.8,27.6,28.3,20.4
темп_возд,KZ-ALM,Матай,2022-08-26,16.8,12.2,8.1,19.8,26.7,28.2,27.0,20.4
темп_возд,KZ-ALM,Матай,2022-08-27,16.2,14.2,11.0,23.1,27.7,29.1,28.3,21.4
темп_возд,KZ-ALM,Матай,2022-08-28,18.4,17.9,15.6,25.2,29.5,30.3,28.3,22.7
темп_возд,KZ-ALM,Матай,2022-08-29,18.2,13.4,8.8,15.8,22.9,27.5,28.7,19.7
темп_возд,KZ-ALM,Матай,2022-08-30,18.5,13.1,10.1,16.3,24.1,29.5,29.6,22.1
темп_возд,KZ-ALM,Матай,2022-08-31,15.1,13.6,13.1,21.9,29.1,31.9,30.7,22.5
темп_возд,KZ-ALM,Матай,2022-09-01,16.7,14.7,11.3,22.8,31.4,33.5,32.1,24.9
темп_возд,KZ-ALM,Матай,2022-09-02,17.8,14.9,12.5,22.6,32.0,34.0,32.5,23.8
темп_возд,KZ-ALM,Матай,2022-09-03,22.4,22.9,17.0,26.9,31.4,33.5,32.4,24.9
темп_возд,KZ-ALM,Матай,2022-09-04,23.5,20.8,17.9,25.2,32.3,34.2,33.3,24.7
темп_возд,KZ-ALM,Матай,2022-09-05,21.1,19.1,14.3,26.4,33.7,35.2,34.3,25.3
темп_возд,KZ-ALM,Матай,2022-09-06,22.9,17.8,14.0,22.0,33.4,36.3,34.9,24.9
темп_возд,KZ-ALM,Матай,2022-09-07,20.8,18.9,17.4,30.4,37.6,38.7,34.9,26.4
темп_возд,KZ-ALM,Матай,2022-09-08,21.1,20.4,15.7,21.1,27.8,31.4,29.8,23.6
темп_возд,KZ-ALM,Матай,2022-09-09,20.4,14.1,14.2,17.5,18.5,23.0,22.4,16.5
темп_возд,KZ-ALM,Матай,2022-09-10,13.6,12.7,11.1,19.3,25.7,28.5,27.3,23.9
темп_возд,KZ-ALM,Матай,2022-09-11,21.0,18.0,16.8,17.1,17.8,13.2,13.4,13.2
темп_возд,KZ-ALM,Матай,2022-09-12,13.9,11.6,8.0,13.8,18.3,19.8,18.9,13.3
темп_возд,KZ-ALM,Матай,2022-09-13,10.1,7.6,7.0,14.8,19.1,21.0,19.6,14.1
темп_возд,KZ-ALM,Матай,2022-09-14,12.0,9.2,9.0,13.2,17.1,17.8,16.4,11.0
темп_возд,KZ-ALM,Матай,2022-09-15,8.3,5.0,2.8,9.9,14.5,16.6,16.8,10.4
темп_возд,KZ-ALM,Матай,2022-09-16,8.4,3.3,1.4,10.4,17.8,19.5,18.0,12.1
темп_возд,KZ-ALM,Матай,2022-09-17,7.9,4.7,3.8,9.9,16.4,20.3,20.2,10.7
темп_возд,KZ-ALM,Матай,2022-09-18,7.1,3.4,5.1,12.7,21.7,25.3,23.3,13.4
темп_возд,KZ-ALM,Матай,2022-09-19,15.4,7.7,6.2,15.9,24.2,28.2,27.2,17.9
темп_возд,KZ-ALM,Матай,2022-09-20,14.4,10.6,7.6,15.4,24.8,30.3,28.8,18.1
темп_возд,KZ-ALM,Матай,2022-09-21,16.9,12.6,8.7,16.6,28.5,32.5,30.7,19.7
темп_возд,KZ-ALM,Матай,2022-09-22,15.4,13.6,12.1,15.1,24.2,28.6,29.5,21.6
темп_возд,KZ-ALM,Матай,2022-09-23,14.0,11.5,9.8,14.8,27.9,30.7,28.8,22.8
темп_возд,KZ-ALM,Матай,2022-09-24,18.9,15.3,11.1,18.3,26.1,30.0,28.3,19.2
темп_возд,KZ-ALM,Матай,2022-09-25,15.1,13.1,9.7,16.1,24.9,28.8,27.5,20.6
темп_возд,KZ-ALM,Матай,2022-09-26,17.2,15.6,12.3,20.2,30.1,32.3,30.2,21.3
темп_возд,KZ-ALM,Матай,2022-09-27,20.4,19.5,20.1,20.0,20.4,23.3,21.0,12.4
темп_возд,KZ-ALM,Матай,2022-09-28,10.6,10.8,10.3,14.8,20.7,22.9,20.1,12.7
темп_возд,KZ-ALM,Матай,2022-09-29,9.6,6.4,6.8,8.1,9.9,9.1,6.1,6.1
темп_возд,KZ-ALM,Матай,2022-09-30,0.2,-1.5,-2.0,-0.4,3.0,6.3,4.9,1.6
темп_возд,KZ-ALM,Матай,2022-10-01,-1.9,-5.2,-7.8,-0.7,6.7,10.8,9.3,3.9
темп_возд,KZ-ALM,Матай,2022-10-02,0.7,-2.9,-6.2,2.6,11.3,15.1,12.8,6.0
темп_возд,KZ-ALM,Матай,2022-10-03,2.0,-1.5,-4.0,7.9,14.9,18.1,14.4,8.1
темп_возд,KZ-ALM,Матай,2022-10-04,3.0,-0.2,0.2,4.6,11.4,15.7,15.4,11.1
темп_возд,KZ-ALM,Матай,2022-10-05,7.1,4.5,2.1,6.1,13.4,18.7,15.8,9.9
темп_возд,KZ-ALM,Матай,2022-10-06,6.4,2.4,-0.2,7.7,17.1,21.4,18.5,11.3
темп_возд,KZ-ALM,Матай,2022-10-07,8.6,7.5,3.8,10.4,21.8,23.0,21.1,11.3
темп_возд,KZ-ALM,Матай,2022-10-08,10.0,8.3,2.5,7.5,21.4,24.9,22.5,15.7
темп_возд,KZ-ALM,Матай,2022-10-09,12.9,11.6,10.3,13.7,20.0,20.3,16.2,8.9
темп_возд,KZ-ALM,Матай,2022-10-10,5.5,1.9,0.3,6.3,12.4,14.1,11.6,5.1
темп_возд,KZ-ALM,Матай,2022-10-11,4.7,2.1,-0.3,7.2,13.6,16.4,15.0,9.8
темп_возд,KZ-ALM,Матай,2022-10-12,4.2,-1.0,-2.6,4.8,16.6,21.7,18.3,8.3
темп_возд,KZ-ALM,Матай,2022-10-13,6.8,2.5,1.9,5.1,15.6,21.1,17.8,9.0
темп_возд,KZ-ALM,Матай,2022-10-14,5.8,2.3,1.8,5.6,19.5,22.6,18.4,13.4
темп_возд,KZ-ALM,Матай,2022-10-15,8.5,5.5,5.1,9.3,21.9,23.5,18.0,13.5
темп_возд,KZ-ALM,Матай,2022-10-16,10.9,8.8,7.1,11.3,24.1,25.6,21.9,15.5
темп_возд,KZ-ALM,Матай,2022-10-17,10.1,7.1,7.8,10.2,10.3,11.7,11.2,9.1
темп_возд,KZ-ALM,Матай,2022-10-18,8.6,8.7,8.0,8.3,11.1,12.8,10.3,6.5
темп_возд,KZ-ALM,Матай,2022-10-19,3.7,3.4,3.2,3.1,12.0,12.8,9.9,7.2
темп_возд,KZ-ALM,Матай,2022-10-20,4.0,1.5,3.4,6.7,13.0,15.4,12.7,7.4
темп_возд,KZ-ALM,Матай,2022-10-21,4.7,2.4,2.9,7.0,16.4,19.7,15.5,7.6
темп_возд,KZ-ALM,Матай,2022-10-22,5.5,4.9,3.2,9.1,19.4,23.8,19.4,14.4
темп_возд,KZ-ALM,Матай,2022-10-23,13.0,12.1,13.6,13.0,7.7,8.6,8.3,5.6
темп_возд,KZ-ALM,Матай,2022-10-24,2.8,1.8,-1.7,1.0,7.4,8.6,5.1,0.1
темп_возд,KZ-ALM,Матай,2022-10-25,-0.6,-2.6,-4.4,-0.4,5.9,9.4,7.3,2.9
темп_возд,KZ-ALM,Матай,2022-10-26,1.7,1.0,1.7,4.0,7.2,8.6,9.7,7.9
темп_возд,KZ-ALM,Матай,2022-10-27,8.8,8.3,8.5,9.9,10.7,6.4,2.7,3.0
темп_возд,KZ-ALM,Матай,2022-10-28,3.2,2.5,1.6,1.6,4.4,5.6,3.2,0.8
темп_возд,KZ-ALM,Матай,2022-10-29,-0.6,-2.1,-4.4,-1.6,5.5,8.3,5.5,3.0
темп_возд,KZ-ALM,Матай,2022-10-30,1.8,0.4,0.9,3.5,6.8,8.1,7.1,7.6
темп_возд,KZ-ALM,Матай,2022-10-31,7.6,7.1,5.4,6.2,12.4,11.1,8.0,5.0
темп_возд,KZ-ALM,Матай,2022-11-01,1.7,0.7,0.8,2.6,10.3,12.4,8.6,5.6
темп_возд,KZ-ALM,Матай,2022-11-02,3.9,3.0,2.0,3.9,11.6,17.0,12.5,8.5
темп_возд,KZ-ALM,Матай,2022-11-03,7.0,9.3,8.9,6.4,7.5,8.6,8.7,8.1
темп_возд,KZ-ALM,Матай,2022-11-04,8.0,4.9,1.9,1.3,4.0,7.9,5.0,4.3
темп_возд,KZ-ALM,Матай,2022-11-05,2.8,3.2,5.2,7.5,9.5,11.4,10.4,7.0
темп_возд,KZ-ALM,Матай,2022-11-06,5.0,4.1,5.2,5.0,8.6,10.3,7.8,4.8
темп_возд,KZ-ALM,Матай,2022-11-07,4.8,0.8,2.9,6.1,8.1,8.3,6.8,6.9
темп_возд,KZ-ALM,Матай,2022-11-08,6.6,6.6,8.7,7.5,8.1,8.0,5.4,2.5
темп_возд,KZ-ALM,Матай,2022-11-09,1.4,0.3,0.8,0.0,2.3,3.4,2.2,0.5
темп_возд,KZ-ALM,Матай,2022-11-10,-0.9,-1.2,-1.3,-0.4,4.7,6.6,3.0,-0.3
темп_возд,KZ-ALM,Матай,2022-11-11,-1.4,-3.0,-4.1,-4.2,0.5,3.8,0.9,-1.8
темп_возд,KZ-ALM,Матай,2022-11-12,-1.1,-2.2,-4.0,-2.5,1.8,1.5,-0.2,-0.7
темп_возд,KZ-ALM,Матай,2022-11-13,0.4,-0.3,-1.1,-0.5,0.7,2.9,-0.5,-2.3
темп_возд,KZ-ALM,Матай,2022-11-14,-2.0,-2.2,-3.3,-0.8,10.3,12.6,6.7,5.1
темп_возд,KZ-ALM,Матай,2022-11-15,5.1,6.6,7.7,5.9,5.8,5.6,4.3,3.7
темп_возд,KZ-ALM,Матай,2022-11-16,3.8,3.8,2.8,3.6,4.7,0.4,0.8,-1.5
темп_возд,KZ-ALM,Матай,2022-11-17,-3.4,-3.8,-3.4,-2.8,-2.2,-1.7,-2.8,-3.4
темп_возд,KZ-ALM,Матай,2022-11-18,-4.8,-6.0,-6.2,-6.3,0.0,1.3,-0.9,-2.4
темп_возд,KZ-ALM,Матай,2022-11-19,-4.1,-5.6,-5.4,-5.5,-0.9,2.0,-0.4,-2.4
темп_возд,KZ-ALM,Матай,2022-11-20,-1.3,0.4,0.7,2.3,3.4,3.9,3.1,1.6
темп_возд,KZ-ALM,Матай,2022-11-21,1.1,0.5,0.9,1.3,1.9,2.1,2.7,2.9
темп_возд,KZ-ALM,Матай,2022-11-22,4.1,4.4,5.0,5.2,4.4,6.5,5.1,4.2
темп_возд,KZ-ALM,Матай,2022-11-23,1.9,0.7,0.0,0.3,1.9,3.1,2.3,1.4
темп_возд,KZ-ALM,Матай,2022-11-24,1.0,-0.8,-2.6,-3.4,-1.4,0.1,-1.8,-2.0
темп_возд,KZ-ALM,Матай,2022-11-25,-2.8,-3.4,-2.0,5.5,5.9,6.6,5.2,4.1
темп_возд,KZ-ALM,Матай,2022-11-26,0.5,0.7,0.4,-7.1,-11.2,-13.6,-17.2,-21.5
темп_возд,KZ-ALM,Матай,2022-11-27,-23.8,-24.6,-27.1,-24.6,-20.5,-17.4,-19.5,-22.8
темп_возд,KZ-ALM,Матай,2022-11-28,-23.6,-23.4,-25.3,-23.4,-14.7,-11.3,-16.6,-18.0
темп_возд,KZ-ALM,Матай,2022-11-29,-21.7,-17.5,-17.5,-19.5,-10.1,-10.0,-14.1,-14.4
темп_возд,KZ-ALM,Матай,2022-11-30,-14.6,-14.4,-15.8,-15.8,-9.6,-6.6,-5.5,-6.1
темп_возд,KZ-ALM,Матай,2022-12-01,-5.4,-5.1,-4.9,-4.0,-0.3,-1.9,-4.8,-5.7
темп_возд,KZ-ALM,Матай,2022-12-02,-5.9,-6.5,-9.2,-12.2,-6.5,-5.3,-11.2,-13.5
темп_возд,KZ-ALM,Матай,2022-12-03,-19.3,-15.9,-11.8,-15.2,-10.3,-7.6,-13.6,-14.4
темп_возд,KZ-ALM,Матай,2022-12-04,-16.0,-13.5,-14.3,-12.8,-9.1,-9.0,-10.8,-11.1
темп_возд,KZ-ALM,Матай,2022-12-05,-12.8,-13.0,-13.4,-16.9,-11.4,-9.5,-14.2,-13.1
темп_возд,KZ-ALM,Матай,2022-12-06,-12.0,-12.8,-14.3,-20.5,-12.7,-11.1,-17.7,-19.6
темп_возд,KZ-ALM,Матай,2022-12-07,-20.7,-18.8,-17.5,-16.6,-12.8,-10.2,-14.5,-20.9
темп_возд,KZ-ALM,Матай,2022-12-08,-21.0,-17.5,-13.3,-11.2,-9.9,-8.4,-14.0,-13.9
темп_возд,KZ-ALM,Матай,2022-12-09,-11.3,-11.5,-11.1,-10.7,-9.7,-9.4,-10.4,-14.7
темп_возд,KZ-ALM,Матай,2022-12-10,-17.3,-20.6,-19.3,-20.9,-14.9,-13.3,-17.6,-20.0
темп_возд,KZ-ALM,Матай,2022-12-11,-21.2,-21.2,-26.0,-27.3,-19.7,-16.4,-22.2,-23.2
темп_возд,KZ-ALM,Матай,2022-12-12,-25.5,-25.1,-26.6,-26.7,-14.8,-13.0,-17.8,-21.4
темп_возд,KZ-ALM,Матай,2022-12-13,-22.1,-24.1,-23.4,-20.5,-15.3,-12.5,-16.8,-16.9
темп_возд,KZ-ALM,Матай,2022-12-14,-19.3,-20.2,-17.4,-17.0,-11.7,-12.1,-15.7,-20.1
темп_возд,KZ-ALM,Матай,2022-12-15,-22.1,-24.9,-22.5,-20.5,-15.8,-14.0,-19.3,-22.0
темп_возд,KZ-ALM,Матай,2022-12-16,-24.6,-19.6,-20.7,-20.5,-15.1,-11.0,-17.8,-23.3
темп_возд,KZ-ALM,Матай,2022-12-17,-26.3,-23.6,-21.9,-20.8,-13.5,-6.6,-8.3,-10.8
темп_возд,KZ-ALM,Матай,2022-12-18,-9.4,-12.4,-13.9,-13.3,-9.9,-8.0,-10.8,-13.9
темп_возд,KZ-ALM,Матай,2022-12-19,-14.2,-18.9,-20.2,-19.6,-12.6,-8.6,-15.4,-18.7
темп_возд,KZ-ALM,Матай,2022-12-20,-14.5,-14.0,-14.6,-18.2,-11.2,-10.5,-13.7,-17.1
темп_возд,KZ-ALM,Матай,2022-12-21,-19.5,-18.7,-16.3,-14.4,-7.8,-0.1,3.4,1.0
темп_возд,KZ-ALM,Матай,2022-12-22,-3.1,-8.6,-10.6,-12.1,-9.3,-8.3,-8.8,-11.6
темп_возд,KZ-ALM,Матай,2022-12-23,-13.3,-12.2,-11.6,-12.5,-10.4,-9.4,-12.9,-16.5
темп_возд,KZ-ALM,Матай,2022-12-24,-18.0,-23.3,-26.7,-27.3,-16.7,-14.9,-15.6,-17.9
темп_возд,KZ-ALM,Матай,2022-12-25,-20.4,-22.1,-20.7,-18.4,-13.2,-11.4,-14.2,-12.7
темп_возд,KZ-ALM,Матай,2022-12-26,-20.2,-21.2,-19.6,-21.1,-14.1,-10.5,-15.2,-18.2
темп_возд,KZ-ALM,Матай,2022-12-27,-20.2,-21.2,-23.6,-22.5,-12.0,-7.9,-13.1,-16.0
темп_возд,KZ-ALM,Матай,2022-12-28,-15.3,-15.7,-18.2,-14.0,-6.9,-5.3,-9.7,-10.3
темп_возд,KZ-ALM,Матай,2022-12-29,-13.2,-13.6,-9.3,-10.0,-5.8,-3.0,-6.9,-9.1
темп_возд,KZ-ALM,Матай,2022-12-30,-9.7,-8.0,-6.4,-4.8,-2.0,-1.7,-2.5,-3.0
темп_возд,KZ-ALM,Матай,2022-12-31,-2.6,-2.7,-3.8,-3.8,-0.2,-0.1,-2.5,-1.9
темп_возд,KZ-ALM,Матай,2023-01-01,-0.3,-3.2,-4.0,-9.7,-7.4,-4.1,-7.4,-10.2
темп_возд,KZ-ALM,Матай,2023-01-02,-9.4,-9.5,-10.8,-10.1,-8.5,-6.6,-7.3,-6.8
темп_возд,KZ-ALM,Матай,2023-01-03,-10.0,-6.0,0.6,1.0,1.7,2.9,2.3,0.9
темп_возд,KZ-ALM,Матай,2023-01-04,0.6,-0.6,-1.7,-4.3,-3.1,-1.8,-3.2,-1.9
темп_возд,KZ-ALM,Матай,2023-01-05,-0.5,1.5,3.4,3.7,4.6,4.2,1.7,-1.8
темп_возд,KZ-ALM,Матай,2023-01-06,-4.3,-5.3,-5.8,-6.6,0.0,4.6,2.8,2.3
темп_возд,KZ-ALM,Матай,2023-01-07,1.9,1.5,0.9,0.8,1.6,1.9,1.0,0.3
темп_возд,KZ-ALM,Матай,2023-01-08,0.1,-0.5,-2.1,-1.2,1.5,4.8,4.8,6.0
темп_возд,KZ-ALM,Матай,2023-01-09,4.6,2.8,1.3,0.7,0.9,-1.5,-2.8,-3.8
темп_возд,KZ-ALM,Матай,2023-01-10,-4.4,-6.0,-7.5,-8.0,-8.2,-8.0,-9.0,-10.1
темп_возд,KZ-ALM,Матай,2023-01-11,-10.2,-10.6,-10.9,-12.4,-15.5,-15.2,-17.2,-22.2
темп_возд,KZ-ALM,Матай,2023-01-12,-24.9,-25.6,-26.5,-26.0,-18.4,-16.7,-20.2,-24.8
темп_возд,KZ-ALM,Матай,2023-01-13,-24.8,-28.1,-29.0,-28.2,-19.5,-16.7,-19.6,-22.5
темп_возд,KZ-ALM,Матай,2023-01-14,-25.5,-25.7,-26.5,-27.3,-19.0,-16.0,-18.6,-24.6
темп_возд,KZ-ALM,Матай,2023-01-15,-26.2,-28.0,-28.2,-28.4,-18.8,-15.4,-20.3,-20.6
темп_возд,KZ-ALM,Матай,2023-01-16,-19.6,-16.9,-18.2,-18.7,-14.9,-12.8,-15.8,-18.4
темп_возд,KZ-ALM,Матай,2023-01-17,-20.4,-19.5,-22.0,-22.7,-14.0,-13.7,-18.5,-19.4
темп_возд,KZ-ALM,Матай,2023-01-18,-22.2,-22.3,-23.2,-24.1,-17.3,-13.2,-17.0,-21.1
темп_возд,KZ-ALM,Матай,2023-01-19,-22.4,-24.9,-25.6,-26.6,-18.2,-15.2,-18.6,-21.5
темп_возд,KZ-ALM,Матай,2023-01-20,-24.9,-25.2,-26.0,-25.8,-17.5,-13.1,-16.3,-20.8
темп_возд,KZ-ALM,Матай,2023-01-21,-20.6,-15.9,-13.6,-11.9,-9.1,-9.1,-12.9,-13.4
темп_возд,KZ-ALM,Матай,2023-01-22,-18.6,-17.4,-21.4,-23.6,-15.5,-14.8,-19.3,-22.7
темп_возд,KZ-ALM,Матай,2023-01-23,-27.5,-28.6,-28.8,-27.5,-18.6,-13.8,-18.1,-20.0
темп_возд,KZ-ALM,Матай,2023-01-24,-20.3,-21.1,-18.1,-16.2,-13.5,-11.9,-12.7,-13.5
темп_возд,KZ-ALM,Матай,2023-01-25,-14.3,-14.2,-17.1,-16.8,-15.6,-13.8,-20.3,-20.1
темп_возд,KZ-ALM,Матай,2023-01-26,-21.4,-25.1,-27.0,-26.6,-20.2,-16.2,-18.2,-20.4
темп_возд,KZ-ALM,Матай,2023-01-27,-22.9,-21.4,-24.8,-26.2,-14.1,-14.0,-15.7,-23.1
темп_возд,KZ-ALM,Матай,2023-01-28,-22.0,-21.6,-25.5,-25.4,-16.4,-14.2,-16.2,-21.7
темп_возд,KZ-ALM,Матай,2023-01-29,-21.7,-26.2,-26.8,-26.6,-16.5,-10.7,-14.5,-17.5
темп_возд,KZ-ALM,Матай,2023-01-30,-19.6,-21.2,-24.3,-24.8,-16.6,-12.4,-15.1,-17.3
темп_возд,KZ-ALM,Матай,2023-01-31,-19.1,-21.2,-22.7,-23.3,-10.9,-9.6,-10.4,-9.9
темп_возд,KZ-ALM,Матай,2023-02-01,-13.3,-15.3,-15.9,-15.1,-6.7,-4.4,-7.6,-14.8
темп_возд,KZ-ALM,Матай,2023-02-02,-13.4,-14.8,-19.7,-19.4,-9.9,-8.0,-6.9,-7.0
темп_возд,KZ-ALM,Матай,2023-02-03,-7.4,-7.1,-5.3,-2.4,4.7,5.7,2.1,1.7
темп_возд,KZ-ALM,Матай,2023-02-04,0.1,-1.7,-1.6,-2.7,1.5,0.9,1.6,-0.5
темп_возд,KZ-ALM,Матай,2023-02-05,-2.3,-1.3,-0.4,-2.2,1.4,0.9,0.7,2.5
темп_возд,KZ-ALM,Матай,2023-02-06,0.7,-0.3,-0.8,-0.9,0.0,0.6,-0.3,-0.1
темп_возд,KZ-ALM,Матай,2023-02-07,-0.4,-0.7,-1.5,-2.9,-2.5,-1.6,-2.1,-4.0
темп_возд,KZ-ALM,Матай,2023-02-08,-4.6,-4.1,-3.6,-3.3,-2.4,-4.0,-5.2,-5.8
темп_возд,KZ-ALM,Матай,2023-02-09,-6.5,-7.4,-7.3,-7.5,-6.2,-4.6,-4.0,-4.4
темп_возд,KZ-ALM,Матай,2023-02-10,-4.2,-4.9,-7.0,-7.6,-7.9,-5.7,-8.0,-9.9
темп_возд,KZ-ALM,Матай,2023-02-11,-10.6,-13.5,-12.9,-11.7,-6.9,-4.6,-7.6,-6.8
темп_возд,KZ-ALM,Матай,2023-02-12,-5.4,-3.6,-3.6,-2.3,-4.2,-4.6,-8.9,-13.8
темп_возд,KZ-ALM,Матай,2023-02-13,-12.5,-14.0,-15.1,-18.9,-12.0,-9.0,-12.0,-16.3
темп_возд,KZ-ALM,Матай,2023-02-14,-18.0,-20.9,-18.9,-17.5,-11.6,-5.2,-9.2,-11.0
темп_возд,KZ-ALM,Матай,2023-02-15,-12.4,-13.1,-14.0,-12.5,-5.6,-1.5,-1.8,-2.9
темп_возд,KZ-ALM,Матай,2023-02-16,-6.2,-13.2,-13.2,-14.4,-9.0,-7.0,-9.4,-14.8
темп_возд,KZ-ALM,Матай,2023-02-17,-10.8,-10.5,-14.3,-16.4,-11.1,-8.8,-10.0,-15.8
темп_возд,KZ-ALM,Матай,2023-02-18,-15.5,-13.7,-8.9,-3.6,-3.9,-2.3,-2.6,-4.3
темп_возд,KZ-ALM,Матай,2023-02-19,-5.9,-5.0,-4.7,-3.3,-2.7,-1.4,-1.8,-3.2
темп_возд,KZ-ALM,Матай,2023-02-20,-5.3,-8.9,-12.5,-9.5,-4.5,-3.3,-3.8,-8.0
темп_возд,KZ-ALM,Матай,2023-02-21,-8.9,-8.5,-8.1,-7.4,-0.8,1.9,-1.1,-4.1
темп_возд,KZ-ALM,Матай,2023-02-22,-5.2,-5.4,-6.6,-9.4,-1.7,1.8,-0.3,-2.8
темп_возд,KZ-ALM,Матай,2023-02-23,-4.2,-6.2,-4.2,1.4,7.7,7.8,4.4,1.8
темп_возд,KZ-ALM,Матай,2023-02-24,-0.1,-1.7,-1.7,-1.6,4.6,4.8,2.5,-0.2
темп_возд,KZ-ALM,Матай,2023-02-25,-1.6,-3.2,-2.8,-2.1,0.1,0.3,-1.2,-3.5
темп_возд,KZ-ALM,Матай,2023-02-26,-8.4,-10.6,-12.1,-12.1,-6.0,-4.5,-7.1,-12.0
темп_возд,KZ-ALM,Матай,2023-02-27,-15.1,-15.1,-15.8,-15.8,-8.2,-5.1,-7.0,-11.0
темп_возд,KZ-ALM,Матай,2023-02-28,-13.1,-12.0,-13.4,-12.2,-7.0,-2.0,-3.4,-7.9
темп_возд,KZ-ALM,Матай,2023-03-01,-9.6,-9.3,-11.7,-8.0,0.4,4.1,0.9,-2.2
темп_возд,KZ-ALM,Матай,2023-03-02,-3.8,-5.0,-5.5,-1.5,7.1,7.5,7.1,0.8
темп_возд,KZ-ALM,Матай,2023-03-03,0.8,1.5,3.4,3.7,11.4,11.6,7.9,3.8
темп_возд,KZ-ALM,Матай,2023-03-04,1.5,0.3,-0.1,-2.0,0.6,2.7,1.5,-0.6
темп_возд,KZ-ALM,Матай,2023-03-05,-1.5,-2.2,-1.1,0.0,3.8,7.4,5.8,8.2
темп_возд,KZ-ALM,Матай,2023-03-06,10.8,8.6,3.8,1.9,2.9,4.0,4.2,2.8
темп_возд,KZ-ALM,Матай,2023-03-07,2.8,3.7,2.8,3.7,7.0,10.2,9.7,10.2
темп_возд,KZ-ALM,Матай,2023-03-08,10.1,9.8,12.6,8.3,12.9,14.3,6.5,2.2
темп_возд,KZ-ALM,Матай,2023-03-09,2.2,2.3,1.3,0.9,3.2,5.9,3.6,-0.6
темп_возд,KZ-ALM,Матай,2023-03-10,-2.4,-1.7,-4.1,0.9,6.8,10.7,9.8,3.7
темп_возд,KZ-ALM,Матай,2023-03-11,0.5,-1.9,-0.4,2.6,12.2,18.3,14.8,8.1
темп_возд,KZ-ALM,Матай,2023-03-12,4.9,5.1,5.0,8.8,15.6,11.3,6.7,5.4
темп_возд,KZ-ALM,Матай,2023-03-13,2.9,1.8,0.8,0.0,0.6,2.2,2.8,1.0
темп_возд,KZ-ALM,Матай,2023-03-14,-0.9,-2.0,-2.0,1.5,6.5,7.5,6.1,2.4
темп_возд,KZ-ALM,Матай,2023-03-15,1.0,0.1,-0.4,3.5,11.2,13.7,12.6,6.5
темп_возд,KZ-ALM,Матай,2023-03-16,3.7,3.8,1.7,-0.5,3.5,4.1,4.6,1.4
темп_возд,KZ-ALM,Матай,2023-03-17,0.4,0.2,-0.2,0.0,1.2,4.0,1.1,-1.2
темп_возд,KZ-ALM,Матай,2023-03-18,-4.3,-4.5,-5.6,-3.7,0.5,2.1,2.2,-1.4
темп_возд,KZ-ALM,Матай,2023-03-19,-2.3,-2.9,-5.5,-2.8,2.4,6.4,6.0,0.6
темп_возд,KZ-ALM,Матай,2023-03-20,0.3,-2.2,-6.0,-7.3,-3.5,-0.2,-2.6,-7.9
темп_возд,KZ-ALM,Матай,2023-03-21,-10.4,-12.3,-13.1,-5.0,4.3,8.0,6.1,-1.6
темп_возд,KZ-ALM,Матай,2023-03-22,-4.2,-5.9,-7.9,-1.0,8.4,11.3,8.7,1.6
темп_возд,KZ-ALM,Матай,2023-03-23,-3.1,-7.1,-7.0,0.7,8.6,11.9,11.3,2.2
темп_возд,KZ-ALM,Матай,2023-03-24,-0.7,-3.7,-2.6,4.2,12.3,15.2,13.3,6.2
темп_возд,KZ-ALM,Матай,2023-03-25,1.8,-2.7,-4.1,4.1,14.0,17.9,17.6,8.9
темп_возд,KZ-ALM,Матай,2023-03-26,5.0,-0.6,-1.8,8.1,16.7,20.1,18.3,10.9
темп_возд,KZ-ALM,Матай,2023-03-27,5.1,2.4,-0.2,7.0,14.0,16.3,15.3,8.3
темп_возд,KZ-ALM,Матай,2023-03-28,5.7,2.3,-0.7,7.1,15.6,18.5,17.2,9.3
темп_возд,KZ-ALM,Матай,2023-03-29,2.7,-0.2,-2.9,8.9,17.2,22.0,21.9,12.6
темп_возд,KZ-ALM,Матай,2023-03-30,6.3,3.2,1.6,9.0,19.6,20.4,15.2,4.9
темп_возд,KZ-ALM,Матай,2023-03-31,1.3,-0.6,-2.7,-1.5,2.5,4.6,4.1,-0.7
темп_возд,KZ-ALM,Матай,2023-04-01,-2.9,-5.1,-6.8,-2.0,2.9,6.1,4.5,-0.7
темп_возд,KZ-ALM,Матай,2023-04-02,-3.8,-6.6,-8.1,-3.3,5.0,9.2,8.0,1.7
темп_возд,KZ-ALM,Матай,2023-04-03,-1.6,-4.5,-5.0,3.5,8.0,11.3,8.1,4.6
темп_возд,KZ-ALM,Матай,2023-04-04,4.0,3.5,3.3,7.9,13.1,14.0,12.4,6.9
темп_возд,KZ-ALM,Матай,2023-04-05,1.2,-3.3,-6.3,4.8,14.5,19.8,17.1,7.2
темп_возд,KZ-ALM,Матай,2023-04-06,1.0,-2.5,-4.9,6.4,14.9,20.3,20.7,13.2
темп_возд,KZ-ALM,Матай,2023-04-07,8.6,9.4,5.5,11.4,17.1,17.2,16.3,10.2
